frame,person_id,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6431655883789,83.73431396484375,82.35259246826172,96.12911987304688,100.4906997680664,97.11740112304688,79.3541488647461,115.53527069091797,107.97120666503906,114.462646484375,89.37525939941406,126.99996948242188,113.6423568725586,125.43435668945312,92.60208892822266,130.91073608398438,104.59407806396484,132.15426635742188,100.52783966064453,154.3511962890625,111.4437255859375,156.23301696777344,99.81229400634766,179.16741943359375,111.81774139404297,183.61944580078125,0
6,1,119.72334289550781,68.59097290039062,0.0,0.0,0.0,0.0,123.13721466064453,66.64280700683594,0.0,0.0,130.97402954101562,76.31668090820312,122.59857177734375,77.64557647705078,139.09039306640625,91.3130874633789,125.79463958740234,92.49401092529297,134.72010803222656,101.20110321044922,126.30872344970703,102.1826400756836,134.4353790283203,106.5191650390625,129.37353515625,107.21881866455078,134.22952270507812,128.14434814453125,133.2244873046875,129.3212432861328,137.51693725585938,149.25086975097656,138.07333374023438,150.01966857910156,0
7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.542236328125,84.40888977050781,82.6202621459961,96.1650619506836,100.60074615478516,97.170166015625,79.20389556884766,115.14372253417969,108.05854034423828,114.29096984863281,89.21955108642578,126.93059539794922,112.95805358886719,125.38533020019531,92.78887176513672,131.38330078125,104.73954772949219,132.59117126464844,100.42437744140625,154.925537109375,111.49560546875,156.5206298828125,99.65999603271484,179.70809936523438,112.21526336669922,183.64813232421875,0
7,1,117.92656707763672,69.05509185791016,118.89347839355469,66.97047424316406,0.0,0.0,123.44082641601562,66.66682434082031,0.0,0.0,133.52334594726562,76.0440444946289,118.47850036621094,77.90809631347656,141.39755249023438,91.63970947265625,117.666259765625,92.85284423828125,134.9571075439453,101.60951232910156,118.84586334228516,101.55187225341797,135.927001953125,106.71791076660156,126.16541290283203,107.47540283203125,137.2923126220703,128.3887481689453,129.065185546875,129.30245971679688,141.73582458496094,149.1042022705078,133.8118133544922,149.1687469482422,0
8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14026641845703,84.64967346191406,82.43568420410156,95.95599365234375,99.5963134765625,97.20088958740234,78.6328353881836,114.56055450439453,107.92411804199219,114.03681945800781,0.0,0.0,113.29325866699219,124.76374053955078,92.81019592285156,131.25473022460938,104.16496276855469,132.5981903076172,100.5687484741211,154.471923828125,111.39440155029297,156.04835510253906,99.72175598144531,179.452880859375,112.21715545654297,183.33901977539062,0
8,1,118.20308685302734,68.69883728027344,119.2552261352539,66.58997344970703,0.0,0.0,123.74298095703125,66.31343841552734,0.0,0.0,133.5662078857422,75.87672424316406,117.99461364746094,77.84906768798828,141.26661682128906,91.4261703491211,117.1178970336914,92.70887756347656,135.08460998535156,101.087890625,118.5787124633789,100.99378967285156,136.10348510742188,106.34930419921875,126.01274871826172,107.19760131835938,137.3715057373047,128.2304229736328,129.1354217529297,129.19073486328125,141.80715942382812,148.9448699951172,134.23789978027344,149.03326416015625,0
9,0,0.0,0.0,0.0,0.0,99.22542572021484,84.84125518798828,0.0,0.0,95.66506958007812,84.62789154052734,82.3739013671875,96.03715515136719,99.35586547851562,97.31578063964844,78.5361328125,114.40217590332031,107.72023010253906,113.92808532714844,0.0,0.0,113.25111389160156,125.01676177978516,92.78755187988281,131.0576171875,104.00625610351562,132.42889404296875,100.397216796875,154.19522094726562,111.10102844238281,155.8668975830078,99.91966247558594,179.24392700195312,111.96378326416016,183.19955444335938,0
9,1,119.48030090332031,68.1092758178711,120.55692291259766,66.0042953491211,0.0,0.0,124.44807434082031,65.93402862548828,0.0,0.0,133.1517791748047,75.9084701538086,118.39567565917969,77.98748779296875,140.88906860351562,91.06588745117188,118.31416320800781,92.669921875,135.37855529785156,100.8165054321289,119.5429916381836,101.33045959472656,135.9891815185547,106.27600860595703,126.55728149414062,107.27967071533203,136.63739013671875,128.08749389648438,130.11109924316406,129.41685485839844,140.78158569335938,149.05679321289062,135.5778350830078,149.6615447998047,0
10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.70732116699219,84.92613220214844,82.31666564941406,96.11917114257812,99.56358337402344,97.34060668945312,78.7904052734375,114.73243713378906,107.0813217163086,114.28950500488281,0.0,0.0,112.61052703857422,125.45365142822266,92.46414947509766,131.2487030029297,103.88977813720703,132.531005859375,100.5971908569336,154.3091583251953,111.02006530761719,155.5686492919922,100.28722381591797,179.4088134765625,111.70049285888672,182.7048797607422,0
10,1,120.6056137084961,67.87220001220703,121.73426055908203,65.7662353515625,118.84369659423828,66.47069549560547,125.20063781738281,65.7871322631836,0.0,0.0,133.3866424560547,76.0636215209961,117.52476501464844,78.22132873535156,140.96395874023438,91.49856567382812,117.32959747314453,93.29683685302734,135.26930236816406,101.35527038574219,118.6828842163086,102.01563262939453,136.4062042236328,106.41769409179688,126.17571258544922,107.50607299804688,137.47109985351562,128.2186737060547,129.78443908691406,129.58224487304688,141.0360107421875,149.34454345703125,134.76708984375,149.9596710205078,0
11,0,120.42023468017578,67.98030090332031,121.5785140991211,65.88481903076172,118.71565246582031,66.5696029663086,125.13273620605469,65.87345886230469,0.0,0.0,133.52633666992188,76.01045227050781,117.0259017944336,78.24398803710938,140.88250732421875,91.52560424804688,116.36087036132812,93.67559051513672,134.9484405517578,101.85856628417969,117.70508575439453,103.35768127441406,136.30648803710938,106.60315704345703,125.57130432128906,107.70929718017578,137.81796264648438,128.4874267578125,129.03866577148438,129.82052612304688,141.3068389892578,149.5622100830078,133.74136352539062,150.25291442871094,0
11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.73063659667969,84.9442138671875,83.22329711914062,96.19926452636719,99.18733215332031,97.39278411865234,78.69441223144531,114.24508666992188,106.96734619140625,114.16886138916016,0.0,0.0,111.92857360839844,125.44033813476562,93.009765625,131.43228149414062,103.5626220703125,132.66355895996094,101.07007598876953,154.6377716064453,110.95435333251953,155.60350036621094,100.24847412109375,180.08761596679688,111.7978744506836,182.9720001220703,0
12,0,120.0796890258789,68.1091537475586,121.24393463134766,66.01921081542969,118.47979736328125,66.68234252929688,124.92350769042969,65.93914794921875,0.0,0.0,133.51280212402344,75.98170471191406,117.20207214355469,78.1944351196289,140.9364776611328,91.44100189208984,116.53562927246094,93.67277526855469,134.83447265625,101.84241485595703,117.99066162109375,103.47938537597656,136.10848999023438,106.8051528930664,125.50137329101562,107.84947204589844,137.62582397460938,128.83836364746094,128.92333984375,130.0428466796875,141.07186889648438,150.04684448242188,133.44894409179688,150.54229736328125,0
12,1,0.0,0.0,0.0,0.0,98.82427215576172,85.14301300048828,0.0,0.0,95.58856201171875,84.82271575927734,83.37139129638672,96.18096923828125,99.256591796875,97.31543731689453,78.73907470703125,114.1678466796875,106.95635986328125,114.01271057128906,0.0,0.0,111.86650085449219,125.63957977294922,93.12191772460938,131.4206085205078,103.66300201416016,132.62144470214844,100.96428680419922,154.67796325683594,111.05901336669922,155.5463104248047,100.16543579101562,180.35305786132812,111.96009063720703,183.00515747070312,0
13,0,119.79560089111328,68.09274291992188,120.849365234375,66.01687622070312,0.0,0.0,124.52751159667969,65.96186065673828,0.0,0.0,133.30006408691406,75.92131042480469,117.73765563964844,78.03340148925781,140.7721405029297,91.52339935302734,117.14319610595703,93.12991333007812,134.86813354492188,102.2522964477539,118.15853118896484,101.87797546386719,136.01351928710938,106.80480194091797,125.95050811767578,107.83731079101562,137.646728515625,128.949462890625,129.8286895751953,130.230712890625,141.1107635498047,150.32398986816406,134.5443115234375,151.02566528320312,0
13,1,0.0,0.0,0.0,0.0,98.7962417602539,85.58345031738281,0.0,0.0,95.29995727539062,85.04713439941406,82.71337127685547,96.18629455566406,98.84581756591797,97.3954086303711,78.93777465820312,114.3828125,107.0080337524414,113.94029998779297,0.0,0.0,112.0897445678711,125.24903106689453,92.63311767578125,131.57284545898438,103.34671020507812,132.93362426757812,101.04171752929688,154.89678955078125,111.18158721923828,156.37660217285156,100.52885437011719,180.4195098876953,112.23873901367188,184.15480041503906,0
14,0,119.95099639892578,68.01338958740234,120.97261810302734,65.93982696533203,0.0,0.0,124.54011535644531,65.88526916503906,0.0,0.0,133.06832885742188,75.79281616210938,118.04481506347656,77.94589233398438,140.6383514404297,91.10662841796875,117.86367797851562,93.03006744384766,135.20799255371094,101.62864685058594,119.04878997802734,101.9267349243164,135.81494140625,106.52629089355469,126.14571380615234,107.57948303222656,137.38070678710938,128.66543579101562,130.33314514160156,129.94818115234375,140.54934692382812,150.24490356445312,134.9438934326172,150.94752502441406,0
14,1,0.0,0.0,0.0,0.0,98.82719421386719,85.8041763305664,0.0,0.0,95.2965316772461,85.20454406738281,82.64044952392578,96.33512878417969,98.44612884521484,97.51398468017578,0.0,0.0,106.35030364990234,114.029541015625,0.0,0.0,112.00711822509766,125.98448944091797,92.4204330444336,131.68043518066406,103.00480651855469,133.0891571044922,101.06402587890625,154.72824096679688,111.11626434326172,156.38986206054688,100.7790298461914,180.35377502441406,112.32359313964844,184.4168701171875,0
15,0,119.97037506103516,67.96434783935547,121.03325653076172,65.88875579833984,0.0,0.0,124.64292907714844,65.8460693359375,0.0,0.0,133.11720275878906,75.78739166259766,117.91841888427734,77.94973754882812,140.6424102783203,91.08662414550781,117.60910034179688,92.99154663085938,135.2324981689453,101.64749908447266,118.6937255859375,101.83033752441406,135.80677795410156,106.48767852783203,126.0080337524414,107.54493713378906,137.49952697753906,128.6103973388672,130.1939697265625,129.87692260742188,140.71360778808594,150.20706176757812,134.81683349609375,150.88087463378906,0
15,1,0.0,0.0,0.0,0.0,98.80863952636719,85.77496337890625,0.0,0.0,95.23109436035156,85.16544342041016,82.64725494384766,96.31144714355469,98.43789672851562,97.49798583984375,0.0,0.0,106.39566040039062,114.02316284179688,0.0,0.0,111.97018432617188,126.03648376464844,92.45240783691406,131.772216796875,103.04249572753906,133.1774139404297,101.06439971923828,154.89967346191406,111.14778900146484,156.47947692871094,100.86292266845703,180.63998413085938,112.41803741455078,184.53530883789062,0
16,0,119.97199249267578,67.96469116210938,120.9430923461914,65.90923309326172,0.0,0.0,124.41658020019531,65.86148071289062,0.0,0.0,132.8053741455078,75.71533203125,118.48169708251953,77.80463409423828,140.4332733154297,90.97227478027344,118.75532531738281,92.87262725830078,135.0571746826172,101.54634857177734,119.90425872802734,101.86783599853516,135.62318420410156,106.39151000976562,126.44889068603516,107.42112731933594,137.09364318847656,128.4769744873047,130.87347412109375,129.7783966064453,140.05868530273438,150.1878204345703,135.47018432617188,150.97012329101562,0
16,1,0.0,0.0,0.0,0.0,98.65833282470703,85.9710693359375,0.0,0.0,94.9707260131836,85.27664184570312,81.91255950927734,96.28756713867188,97.91553497314453,97.55677795410156,0.0,0.0,106.11383056640625,114.29997253417969,0.0,0.0,112.30543518066406,126.35999298095703,91.98271942138672,131.94427490234375,102.6773681640625,133.4534149169922,101.15748596191406,154.88284301757812,111.22520446777344,156.7928924560547,100.84226989746094,180.43463134765625,112.37462615966797,184.99012756347656,0
17,0,120.01295471191406,67.99674987792969,120.85784149169922,65.96036529541016,0.0,0.0,124.15381622314453,65.90426635742188,0.0,0.0,132.25262451171875,75.68904876708984,119.57210540771484,77.66262817382812,139.8712615966797,90.80259704589844,120.68793487548828,92.73079681396484,134.93698120117188,101.37765502929688,121.71891021728516,102.0293197631836,135.28822326660156,106.37406158447266,127.29503631591797,107.36151123046875,136.2649688720703,128.47857666015625,132.03944396972656,129.80747985839844,138.7218475341797,150.29823303222656,136.52833557128906,151.20474243164062,0
17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.51280975341797,85.21128845214844,81.53752136230469,96.2117919921875,98.11961364746094,97.42818450927734,0.0,0.0,105.58988952636719,114.31385803222656,0.0,0.0,111.94712829589844,126.23748779296875,91.45050811767578,131.70343017578125,102.49783325195312,133.15687561035156,100.93704986572266,154.81390380859375,110.93470001220703,156.63059997558594,100.87548065185547,180.35272216796875,112.18250274658203,184.9164276123047,0
18,0,120.11805725097656,67.93154907226562,120.98689270019531,65.89248657226562,0.0,0.0,124.2520751953125,65.85163879394531,0.0,0.0,132.31207275390625,75.67735290527344,119.33684539794922,77.69134521484375,139.92388916015625,90.77995300292969,120.36824035644531,92.74093627929688,135.02749633789062,101.2258529663086,121.59115600585938,101.79546356201172,135.34515380859375,106.31908416748047,127.15082550048828,107.33584594726562,136.36683654785156,128.3540802001953,131.90655517578125,129.7193603515625,138.8018341064453,150.16464233398438,136.4010772705078,151.10537719726562,0
18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.21808624267578,85.18558502197266,81.44133758544922,96.0147933959961,97.75035858154297,97.34571838378906,0.0,0.0,105.36136627197266,114.2359848022461,0.0,0.0,111.96155548095703,126.21864318847656,91.44212341308594,131.6876983642578,102.33389282226562,133.2089080810547,100.89328002929688,154.8087615966797,110.96405792236328,156.69293212890625,100.73481750488281,180.377197265625,112.22864532470703,185.0030975341797,0
19,0,120.13310241699219,67.87178039550781,121.00090026855469,65.82766723632812,0.0,0.0,124.28723907470703,65.8069076538086,0.0,0.0,132.2783203125,75.687255859375,119.53858947753906,77.69068908691406,139.8453369140625,90.77395629882812,120.74418640136719,92.74966430664062,135.03334045410156,101.2048110961914,122.04107666015625,101.96981811523438,135.3123779296875,106.2842025756836,127.2835693359375,107.29398345947266,136.19375610351562,128.27610778808594,132.03318786621094,129.65118408203125,138.571044921875,150.0524444580078,136.4960174560547,150.9968719482422,0
19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.44471740722656,85.10027313232422,81.66837310791016,96.12861633300781,97.95247650146484,97.39582061767578,0.0,0.0,105.32537841796875,114.46678924560547,0.0,0.0,112.11225128173828,126.3514175415039,91.46841430664062,131.67745971679688,102.30669403076172,133.17343139648438,101.00989532470703,154.73422241210938,110.97272491455078,156.70986938476562,100.70036315917969,180.13461303710938,112.25540161132812,185.024658203125,0
20,0,120.01924133300781,67.99568176269531,120.92623901367188,65.94102478027344,0.0,0.0,124.32758331298828,65.87672424316406,0.0,0.0,132.6600799560547,75.63577270507812,118.96684265136719,77.77705383300781,140.2803955078125,90.81549835205078,119.78302764892578,92.78302001953125,135.22073364257812,101.29547119140625,121.30001831054688,101.14622497558594,135.6492462158203,106.31106567382812,126.92428588867188,107.37317657470703,136.8173828125,128.46633911132812,131.43881225585938,129.81585693359375,139.6512451171875,150.1732940673828,136.12982177734375,150.92161560058594,0
20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.78887176513672,85.81690979003906,81.53153991699219,96.45051574707031,97.014404296875,97.98033142089844,79.771484375,115.5089111328125,105.35054016113281,114.6309814453125,0.0,0.0,112.01417541503906,126.69851684570312,91.51818084716797,131.15359497070312,101.73849487304688,132.63694763183594,99.249267578125,154.50918579101562,109.35765075683594,156.0322723388672,99.66212463378906,179.82492065429688,111.74290466308594,183.31314086914062,0
21,0,120.05332946777344,67.97177124023438,120.98603057861328,65.91496276855469,0.0,0.0,124.39405822753906,65.86001586914062,0.0,0.0,132.77102661132812,75.62191772460938,118.6422119140625,77.79312133789062,140.39166259765625,90.83512115478516,119.30268859863281,92.76817321777344,135.25161743164062,101.2768783569336,120.9155502319336,100.90061950683594,135.76589965820312,106.28450012207031,126.7125473022461,107.36691284179688,137.0940399169922,128.44931030273438,131.13656616210938,129.80859375,140.03421020507812,150.14682006835938,135.82557678222656,150.88275146484375,0
21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.78803253173828,85.78916931152344,81.50619506835938,96.41152954101562,96.9874267578125,97.9384536743164,79.78277587890625,115.50538635253906,105.37690734863281,114.66220092773438,0.0,0.0,111.96295928955078,126.76524353027344,91.62532043457031,131.23651123046875,101.83895874023438,132.70684814453125,99.38501739501953,154.75241088867188,109.3870620727539,156.1615447998047,99.8503646850586,180.00296020507812,111.80290985107422,183.2904052734375,0
22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.34345245361328,85.25950622558594,80.75447845458984,96.19855499267578,97.58061218261719,97.17244720458984,78.969970703125,116.11198425292969,105.37015533447266,114.35283660888672,0.0,0.0,111.9880599975586,126.43080139160156,91.33106994628906,131.81822204589844,102.45872497558594,133.1605987548828,101.03428649902344,154.95489501953125,110.6379165649414,156.3253173828125,101.93964385986328,180.48011779785156,112.4205093383789,184.15505981445312,0
22,1,119.77924346923828,68.20683288574219,120.65315246582031,66.17741394042969,0.0,0.0,124.07179260253906,66.0782470703125,0.0,0.0,132.4630889892578,75.6506118774414,119.17605590820312,77.6675796508789,140.1907196044922,90.7347640991211,119.95872497558594,92.59859466552734,135.09678649902344,101.10686492919922,121.55441284179688,101.28984832763672,135.43247985839844,106.101806640625,126.9947509765625,107.12000274658203,136.61904907226562,128.117431640625,131.61660766601562,129.4862060546875,139.55052185058594,149.92396545410156,136.38510131835938,150.79934692382812,0
23,0,119.54581451416016,68.36795043945312,120.4122085571289,66.35413360595703,0.0,0.0,123.92611694335938,66.2398681640625,0.0,0.0,132.62649536132812,75.635986328125,118.99800872802734,77.64698791503906,140.4162139892578,90.78964233398438,119.32008361816406,92.35167694091797,135.21653747558594,101.20414733886719,120.8450927734375,99.98460388183594,135.56199645996094,106.05268859863281,126.86150360107422,107.04942321777344,136.9329833984375,128.08119201660156,131.2694549560547,129.37860107421875,139.97512817382812,149.93118286132812,135.95370483398438,150.62673950195312,0
23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.28628540039062,85.1726303100586,80.94751739501953,96.30265045166016,97.47048950195312,97.131103515625,79.41045379638672,116.71841430664062,105.14418029785156,114.51846313476562,0.0,0.0,111.75413513183594,126.51783752441406,91.63796997070312,132.0311279296875,102.6142349243164,133.27476501464844,100.97103118896484,155.4468536376953,110.59464263916016,156.49948120117188,101.85234832763672,181.2350311279297,112.587158203125,184.3025360107422,0
24,0,119.44868469238281,68.4017333984375,120.3126220703125,66.3939437866211,0.0,0.0,123.86734008789062,66.26361083984375,0.0,0.0,132.679443359375,75.5960464477539,118.9416275024414,77.59761810302734,140.45606994628906,90.74617767333984,119.12228393554688,92.31626892089844,135.2601776123047,101.1371841430664,120.6822738647461,99.87637329101562,135.6196746826172,106.07565307617188,126.83580780029297,107.06101989746094,137.02456665039062,128.0829620361328,131.14096069335938,129.34361267089844,140.08575439453125,149.93698120117188,135.78887939453125,150.58169555664062,0
24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.31661987304688,85.16674041748047,81.01912689208984,96.29206848144531,97.4163818359375,97.08197021484375,79.55384063720703,116.81489562988281,105.06141662597656,114.54940795898438,0.0,0.0,111.73753356933594,126.5621337890625,91.71783447265625,132.10919189453125,102.61986541748047,133.33370971679688,100.97889709472656,155.5309600830078,110.56743621826172,156.51136779785156,101.94065856933594,181.38766479492188,112.6587905883789,184.3309326171875,0
25,0,119.36933135986328,68.39845275878906,120.33187866210938,66.36968231201172,0.0,0.0,124.07440185546875,66.24302673339844,0.0,0.0,133.08953857421875,75.64725494384766,118.22651672363281,77.74421691894531,140.79681396484375,90.92808532714844,117.69165802001953,92.25801086425781,135.5435028076172,101.2959976196289,119.03015899658203,98.70716094970703,135.89306640625,106.21078491210938,126.29080200195312,107.2271728515625,137.67630004882812,128.22653198242188,130.2892608642578,129.46014404296875,140.88735961914062,149.9150390625,134.796142578125,150.42092895507812,0
25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.55924224853516,85.17485809326172,81.19613647460938,96.33184814453125,97.44193267822266,97.13262176513672,79.98514556884766,117.10523223876953,104.92146301269531,114.74132537841797,0.0,0.0,111.61603546142578,126.59619140625,91.91761016845703,132.15264892578125,102.73452758789062,133.4139404296875,101.02420043945312,155.39202880859375,110.61852264404297,156.61793518066406,101.84236145019531,181.16543579101562,112.78472900390625,184.5408172607422,0
26,0,118.98527526855469,68.41909790039062,119.8823471069336,66.43065643310547,0.0,0.0,123.62154388427734,66.33208465576172,0.0,0.0,132.6386260986328,75.54962158203125,118.8595199584961,77.6583480834961,140.51223754882812,90.64883422851562,118.39743041992188,91.60810089111328,135.36322021484375,101.0306167602539,119.14122009277344,96.07923889160156,135.6298065185547,105.9708251953125,126.86082458496094,107.00241088867188,137.06045532226562,127.95716857910156,131.12649536132812,129.3097381591797,140.29774475097656,149.6421661376953,136.0482177734375,150.19155883789062,0
26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.7783203125,85.32144165039062,80.82316589355469,96.33808898925781,97.5513916015625,97.40068817138672,79.91130828857422,116.89654541015625,104.79855346679688,114.90264892578125,0.0,0.0,111.23650360107422,126.18970489501953,91.34806823730469,132.00497436523438,102.50519561767578,133.41246032714844,100.89765930175781,155.1484375,110.6975326538086,156.755126953125,101.91072845458984,180.82843017578125,112.82061004638672,184.78085327148438,0
26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,0,118.97054290771484,68.4327621459961,119.91510772705078,66.43651580810547,0.0,0.0,123.7278060913086,66.33860778808594,0.0,0.0,132.8164825439453,75.56615447998047,118.46992492675781,77.71322631835938,140.69142150878906,90.72769927978516,117.8727035522461,91.67776489257812,135.4582977294922,101.16490173339844,118.60979461669922,96.10414123535156,135.7543487548828,105.98970031738281,126.5361557006836,107.03529357910156,137.49267578125,128.0043182373047,130.64988708496094,129.33218383789062,140.91864013671875,149.65399169921875,135.54515075683594,150.16795349121094,0
27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.59210968017578,85.3458251953125,80.87350463867188,96.29239654541016,97.51260375976562,97.33029174804688,79.89014434814453,116.83515167236328,104.96587371826172,114.77351379394531,0.0,0.0,111.1694564819336,126.03250122070312,91.41996002197266,131.94754028320312,102.50602722167969,133.34286499023438,100.92041778564453,155.11886596679688,110.71467590332031,156.70062255859375,101.80410766601562,180.8561553955078,112.82563018798828,184.74319458007812,0
27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
