frame,person_id,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.8867645263672,44.970542907714844,139.98619079589844,45.0097541809082,153.65335083007812,61.61087417602539,157.34414672851562,61.95384216308594,0.0,0.0,0.0,0.0,135.52789306640625,84.8992691040039,136.19256591796875,85.33135986328125,134.12432861328125,119.2160873413086,139.07440185546875,122.75669860839844,134.66183471679688,154.43309020996094,140.9618377685547,160.239013671875,0
31,0,135.42906188964844,43.295684814453125,137.5785675048828,40.60420227050781,132.49830627441406,40.7786750793457,141.2061309814453,37.238121032714844,0.0,0.0,145.76734924316406,46.27606964111328,128.2618865966797,46.23076629638672,157.8964080810547,63.400482177734375,0.0,0.0,159.85858154296875,82.19029998779297,0.0,0.0,140.35284423828125,86.76918029785156,129.26321411132812,86.95887756347656,139.3257598876953,120.87737274169922,134.58262634277344,122.2039794921875,138.27822875976562,156.93179321289062,138.10598754882812,157.93994140625,0
32,0,135.4082794189453,43.29402160644531,137.61851501464844,40.61125183105469,132.4578094482422,40.754661560058594,141.318603515625,37.27022933959961,0.0,0.0,146.05038452148438,46.31256866455078,127.59561920166016,46.260860443115234,158.09095764160156,63.47301483154297,0.0,0.0,159.83477783203125,82.05413055419922,0.0,0.0,140.58322143554688,86.81694793701172,128.8959197998047,86.97335052490234,139.68898010253906,120.91140747070312,134.19639587402344,122.02995300292969,138.63595581054688,156.99974060058594,137.8802490234375,157.6542205810547,0
33,0,135.2522430419922,43.16527557373047,137.78353881835938,40.488059997558594,132.30020141601562,40.525108337402344,141.67881774902344,37.73522186279297,0.0,0.0,146.89271545410156,46.85547637939453,126.31471252441406,47.25416946411133,158.6527557373047,63.505279541015625,0.0,0.0,160.35720825195312,83.11543273925781,0.0,0.0,141.92083740234375,87.31208801269531,128.84678649902344,87.39763641357422,140.2100372314453,121.09797668457031,131.92677307128906,121.21531677246094,139.5377655029297,157.77513122558594,137.24069213867188,156.86117553710938,0
34,0,135.71849060058594,43.25139617919922,137.8679962158203,40.539005279541016,132.67141723632812,40.70542526245117,141.37442016601562,37.318546295166016,0.0,0.0,145.7777099609375,46.533851623535156,128.1493682861328,46.720401763916016,158.06591796875,63.47979736328125,0.0,0.0,159.83494567871094,82.31173706054688,0.0,0.0,140.55670166015625,86.97869110107422,129.316650390625,87.18661499023438,139.55751037597656,120.96792602539062,134.53530883789062,122.0892562866211,138.68280029296875,156.97744750976562,138.07704162597656,157.67453002929688,0
35,0,135.70620727539062,43.253028869628906,137.86807250976562,40.53936767578125,132.65518188476562,40.70182800292969,141.4021759033203,37.31703567504883,0.0,0.0,145.81544494628906,46.552303314208984,128.10997009277344,46.78096008300781,158.0972900390625,63.514854431152344,0.0,0.0,159.84097290039062,82.3619155883789,0.0,0.0,140.6202392578125,86.99539947509766,129.33541870117188,87.20602416992188,139.58155822753906,120.98143005371094,134.55215454101562,122.0802993774414,138.72743225097656,156.99913024902344,138.1302947998047,157.7059783935547,0
36,0,138.99703979492188,46.959693908691406,141.64431762695312,44.048709869384766,136.01512145996094,44.19517135620117,145.4108428955078,42.064205169677734,130.99356079101562,42.81414031982422,151.96636962890625,51.513694763183594,125.85768127441406,56.093353271484375,162.14852905273438,57.541473388671875,122.89179229736328,80.96908569335938,151.7061004638672,42.05649185180664,125.40743255615234,102.4434585571289,148.8969268798828,96.283447265625,132.1081085205078,97.2115478515625,146.0295867919922,132.68121337890625,131.90695190429688,131.7017364501953,149.48648071289062,169.19158935546875,140.03451538085938,168.8299560546875,0
37,0,138.61782836914062,46.89361572265625,141.38525390625,44.033660888671875,135.6793212890625,44.10309600830078,145.41909790039062,42.273216247558594,130.8253631591797,42.886390686035156,152.04852294921875,51.59124755859375,126.1190414428711,56.32621383666992,162.70274353027344,56.570587158203125,123.54302978515625,80.97537994384766,151.15719604492188,40.14943313598633,125.89238739013672,102.83601379394531,149.63291931152344,95.9286117553711,133.05821228027344,96.90153503417969,146.49874877929688,132.61282348632812,133.72178649902344,131.85977172851562,149.41575622558594,169.56463623046875,142.42428588867188,169.70199584960938,0
38,0,138.66319274902344,46.88222885131836,141.4373016357422,43.99402618408203,135.67172241210938,44.10823440551758,145.53732299804688,42.28547668457031,130.85107421875,43.01555252075195,152.14512634277344,51.74544906616211,126.27155303955078,56.52729034423828,162.8782501220703,56.56095886230469,123.52811431884766,80.98342895507812,151.78463745117188,40.02251052856445,125.74222564697266,102.67816925048828,149.565673828125,96.0235595703125,133.08372497558594,97.0286636352539,146.67782592773438,132.59458923339844,134.28231811523438,131.88253784179688,149.3892059326172,169.449462890625,142.82542419433594,169.62448120117188,0
39,0,138.65570068359375,46.89984130859375,141.43812561035156,43.99816131591797,135.65162658691406,44.11766815185547,145.56114196777344,42.23499298095703,130.8396453857422,42.97565460205078,152.1227264404297,51.70170211791992,126.28254699707031,56.439579010009766,162.6036376953125,56.70889663696289,123.55567932128906,81.01122283935547,151.52066040039062,40.12881851196289,125.72557067871094,102.71379089355469,149.48524475097656,95.90715026855469,133.03440856933594,96.88729858398438,146.52540588378906,132.5814666748047,134.22775268554688,131.7579345703125,149.33578491210938,169.34744262695312,142.89523315429688,169.37399291992188,0
40,0,138.69921875,46.8912353515625,141.47315979003906,43.997406005859375,135.70545959472656,44.10213851928711,145.54190063476562,42.267723083496094,130.80177307128906,42.977474212646484,152.1148681640625,51.67551803588867,126.17967224121094,56.451663970947266,162.8546142578125,56.477134704589844,123.55148315429688,80.90887451171875,151.67555236816406,40.072998046875,125.7542953491211,102.69184875488281,149.40725708007812,95.79435729980469,132.85081481933594,96.75991821289062,146.34361267089844,132.50779724121094,133.6557159423828,131.66064453125,149.33706665039062,169.30572509765625,142.293701171875,169.205322265625,0
41,0,138.69676208496094,46.885337829589844,141.47769165039062,43.99089050292969,135.68927001953125,44.112159729003906,145.5855712890625,42.27647399902344,130.8607635498047,43.022098541259766,152.13868713378906,51.775333404541016,126.30752563476562,56.52214813232422,162.72021484375,56.63285827636719,123.56275939941406,80.98590087890625,151.8199005126953,40.03132629394531,125.72349548339844,102.69473266601562,149.45970153808594,96.01197814941406,133.00326538085938,96.98603057861328,146.49339294433594,132.6023712158203,134.1069793701172,131.74961853027344,149.3448486328125,169.28536987304688,142.72653198242188,169.23471069335938,0
42,0,143.06051635742188,53.140480041503906,145.83859252929688,50.08445739746094,140.24539184570312,50.316795349121094,150.65208435058594,46.31309509277344,135.81622314453125,47.09974670410156,158.1866455078125,56.84100341796875,129.58444213867188,57.99483871459961,167.82000732421875,80.73828125,124.28035736083984,83.47956848144531,162.82798767089844,99.43895721435547,126.96499633789062,107.71116638183594,153.41879272460938,99.8119125366211,135.17947387695312,100.11476135253906,151.80178833007812,131.85678100585938,135.5526123046875,131.65020751953125,156.69911193847656,170.55169677734375,144.52891540527344,169.95172119140625,0
43,0,143.4074249267578,53.61088943481445,146.20164489746094,50.261146545410156,140.27789306640625,50.795982360839844,151.36224365234375,46.32874298095703,135.81500244140625,47.599334716796875,159.28013610839844,57.85466384887695,129.25729370117188,58.27165222167969,167.81842041015625,83.02141571044922,123.09769439697266,82.97416687011719,162.8599395751953,100.87911224365234,126.57344818115234,106.64961242675781,153.87789916992188,99.85883331298828,135.2176055908203,100.10989379882812,151.32565307617188,132.53936767578125,136.2020721435547,131.7355194091797,157.70701599121094,169.52268981933594,148.5229034423828,167.7490997314453,0
44,0,143.3665771484375,53.51805114746094,146.14842224121094,50.180511474609375,140.2720184326172,50.72390365600586,151.32118225097656,46.27461242675781,135.93081665039062,47.576988220214844,159.31997680664062,57.74565505981445,129.40988159179688,58.40306091308594,167.90780639648438,82.53115844726562,123.24806213378906,83.11544799804688,163.03466796875,100.22123718261719,126.70419311523438,106.65909576416016,153.9985809326172,99.80883026123047,135.4687042236328,100.15638732910156,151.36260986328125,132.41665649414062,136.60357666015625,131.732421875,157.41189575195312,169.35464477539062,148.82032775878906,167.72840881347656,0
45,0,143.34237670898438,53.53721618652344,146.11412048339844,50.18351364135742,140.2542724609375,50.73431396484375,151.28834533691406,46.25627517700195,135.94598388671875,47.579132080078125,159.3767547607422,57.79026412963867,129.43838500976562,58.421966552734375,167.95626831054688,82.82463073730469,123.29356384277344,83.28495788574219,163.08323669433594,100.54206848144531,126.68049621582031,106.7433090209961,153.97462463378906,99.85358428955078,135.36276245117188,100.15714263916016,151.3134307861328,132.5506591796875,135.99412536621094,131.81103515625,157.50302124023438,169.36679077148438,147.88388061523438,167.66390991210938,0
46,0,142.97760009765625,53.2043571472168,145.73924255371094,50.106529235839844,140.08924865722656,50.404056549072266,150.63539123535156,46.14897918701172,135.63961791992188,47.098876953125,158.2193603515625,56.71537780761719,129.61289978027344,57.74580001831055,167.78956604003906,81.15841674804688,124.30134582519531,83.21150207519531,162.5465545654297,99.92926788330078,126.71571350097656,107.63925170898438,153.33718872070312,99.69349670410156,135.1320343017578,99.93788146972656,151.45159912109375,131.69769287109375,135.67710876464844,131.4733123779297,156.4724884033203,170.30514526367188,144.7848358154297,169.68276977539062,0
47,0,143.04638671875,53.26980972290039,145.78012084960938,50.16802215576172,140.14486694335938,50.473060607910156,150.62686157226562,46.1111946105957,135.65032958984375,47.0824089050293,158.23501586914062,56.608497619628906,129.58328247070312,57.63343811035156,167.780029296875,81.20402526855469,124.31554412841797,83.22320556640625,162.53134155273438,100.02694702148438,126.74095916748047,107.711669921875,153.34072875976562,99.63667297363281,135.10194396972656,99.87637329101562,151.4069366455078,131.66543579101562,135.56552124023438,131.41651916503906,156.48057556152344,170.23455810546875,144.6683807373047,169.55902099609375,0
48,0,145.55618286132812,56.12306594848633,148.2898406982422,52.75794219970703,142.28982543945312,53.570945739746094,153.85617065429688,48.418128967285156,138.556640625,50.68321990966797,163.32827758789062,59.66790008544922,132.6009521484375,63.69341278076172,171.37518310546875,80.77764129638672,126.23878479003906,89.5501708984375,169.17550659179688,101.5937271118164,130.20059204101562,114.95155334472656,159.3144073486328,106.62855529785156,141.2361297607422,108.23808288574219,155.86932373046875,141.27432250976562,146.043701171875,140.6562957763672,159.37628173828125,175.9886474609375,159.27122497558594,172.83766174316406,0
49,0,145.65379333496094,56.191001892089844,148.3777313232422,52.835445404052734,142.3634490966797,53.64303207397461,153.8656005859375,48.47799301147461,138.52810668945312,50.72816848754883,163.3509521484375,59.674842834472656,132.50839233398438,63.716270446777344,171.47666931152344,80.63410186767578,126.25316619873047,89.42596435546875,169.278564453125,101.58679962158203,130.1477813720703,114.91368865966797,159.31492614746094,106.73966979980469,141.15126037597656,108.34666442871094,155.8924102783203,141.23135375976562,145.80870056152344,140.59970092773438,159.3259735107422,175.560791015625,158.95753479003906,172.40640258789062,0
50,0,145.65542602539062,56.268585205078125,148.38876342773438,52.92718505859375,142.3603515625,53.71598434448242,153.8741912841797,48.5799560546875,138.50204467773438,50.78042984008789,163.33941650390625,59.78032684326172,132.44937133789062,63.68722915649414,171.47047424316406,80.80990600585938,126.10043334960938,89.31594848632812,169.1971893310547,101.70711517333984,130.26290893554688,114.97451782226562,159.3179473876953,106.76734161376953,141.12310791015625,108.3412094116211,155.9363250732422,141.1917266845703,145.80551147460938,140.58319091796875,159.32965087890625,175.37692260742188,158.90255737304688,172.26861572265625,0
51,0,145.6416473388672,56.267295837402344,148.3876190185547,52.930320739746094,142.35311889648438,53.71528625488281,153.88577270507812,48.57807922363281,138.4945831298828,50.77290344238281,163.33985900878906,59.72215270996094,132.4676055908203,63.713050842285156,171.50807189941406,80.61652374267578,126.23182678222656,89.3251724243164,169.26040649414062,101.62263488769531,130.14260864257812,114.87484741210938,159.30543518066406,106.71621704101562,141.127685546875,108.30413818359375,155.89161682128906,141.16455078125,145.80519104003906,140.52333068847656,159.27102661132812,175.40142822265625,159.01089477539062,172.26116943359375,0
52,0,145.64137268066406,56.266849517822266,148.3870391845703,52.928314208984375,142.35336303710938,53.715003967285156,153.88497924804688,48.57896041870117,138.495849609375,50.77679443359375,163.33181762695312,59.725364685058594,132.47389221191406,63.71660614013672,171.51071166992188,80.62194061279297,126.22383117675781,89.32572937011719,169.25381469726562,101.62489318847656,130.1449737548828,114.87744140625,159.3086395263672,106.71772003173828,141.1370391845703,108.3105239868164,155.9124298095703,141.15444946289062,145.8277587890625,140.53424072265625,159.31089782714844,175.47911071777344,159.03256225585938,172.36929321289062,0
53,0,145.6404571533203,56.268924713134766,148.38536071777344,52.929542541503906,142.35214233398438,53.718017578125,153.88392639160156,48.57770919799805,138.49609375,50.77942657470703,163.33493041992188,59.724830627441406,132.4736785888672,63.71746063232422,171.5142822265625,80.62492370605469,126.22566986083984,89.32488250732422,169.2583770751953,101.62799835205078,130.14564514160156,114.87863159179688,159.30909729003906,106.72135925292969,141.1341094970703,108.31513977050781,155.91741943359375,141.15386962890625,145.8208465576172,140.53765869140625,159.3255157470703,175.4591064453125,159.025146484375,172.35667419433594,0
54,0,147.7877197265625,57.688846588134766,150.86392211914062,54.30377960205078,144.97940063476562,54.32671356201172,156.06924438476562,49.913021087646484,0.0,0.0,163.94003295898438,57.66952133178711,135.29537963867188,65.4654769897461,175.99168395996094,57.463890075683594,129.20021057128906,90.14833068847656,164.639892578125,49.254486083984375,132.5003662109375,115.79473876953125,163.10848999023438,107.88505554199219,145.35317993164062,110.64228820800781,163.4091796875,134.0115203857422,151.4658660888672,138.82916259765625,158.20736694335938,160.37767028808594,156.70240783691406,169.23321533203125,0
55,0,148.1414794921875,55.29998016357422,151.18377685546875,52.01316833496094,145.44203186035156,52.056095123291016,156.14752197265625,49.056968688964844,0.0,0.0,164.1480712890625,58.52296829223633,135.08880615234375,65.99560546875,176.65777587890625,58.610008239746094,128.5897674560547,90.69348907470703,165.2363739013672,49.28770446777344,132.73382568359375,116.03365325927734,162.84408569335938,109.70368957519531,144.82928466796875,112.33467864990234,163.22979736328125,138.38275146484375,151.31161499023438,142.6280517578125,159.5591278076172,164.54188537597656,157.74069213867188,172.2218017578125,0
56,0,148.20985412597656,56.081695556640625,151.20672607421875,52.76553726196289,145.482177734375,52.80088806152344,156.07406616210938,49.14733123779297,0.0,0.0,164.10684204101562,57.89345932006836,134.79632568359375,65.37876892089844,176.84542846679688,57.982948303222656,128.26593017578125,89.97915649414062,165.2853240966797,49.464088439941406,132.3212890625,115.70301818847656,162.64907836914062,109.32347869873047,144.51315307617188,111.97590637207031,163.09466552734375,138.40814208984375,151.04212951660156,142.74839782714844,159.56976318359375,164.59864807128906,157.5818328857422,172.3399658203125,0
57,0,148.3435821533203,55.91339874267578,151.31944274902344,52.62482833862305,145.5941162109375,52.67390060424805,156.0872802734375,49.34169387817383,0.0,0.0,164.04379272460938,58.33470153808594,134.8800506591797,65.832275390625,176.76031494140625,58.12356948852539,128.29348754882812,90.16863250732422,165.45091247558594,49.4588623046875,132.3999786376953,115.73617553710938,162.71730041503906,109.32862854003906,144.6779022216797,111.98179626464844,162.9709930419922,138.20098876953125,151.11561584472656,142.4718017578125,159.39230346679688,164.37396240234375,157.60275268554688,171.94862365722656,0
58,0,148.27169799804688,56.03630447387695,151.31094360351562,52.756103515625,145.55706787109375,52.78512191772461,156.22164916992188,49.40303039550781,0.0,0.0,164.11276245117188,58.15040969848633,134.95718383789062,65.64591979980469,176.82684326171875,57.98174285888672,128.15838623046875,89.9744644165039,165.48184204101562,49.49455261230469,132.3602294921875,115.65441131591797,162.7271728515625,108.55166625976562,144.6531219482422,111.25065612792969,163.18223571777344,135.0569610595703,150.9149627685547,139.73843383789062,158.95596313476562,160.564453125,157.0386962890625,168.94580078125,0
59,0,148.181396484375,55.45928955078125,151.22035217285156,52.21342849731445,145.50857543945312,52.2485466003418,156.13851928710938,49.233577728271484,0.0,0.0,164.05014038085938,58.29424285888672,135.01193237304688,65.82261657714844,176.79441833496094,57.87791061401367,128.09933471679688,89.96002960205078,165.3995361328125,49.47703552246094,132.34669494628906,115.66813659667969,162.55654907226562,108.5832748413086,144.55206298828125,111.26937866210938,163.0615997314453,135.25885009765625,150.86434936523438,139.8420867919922,158.95101928710938,160.92291259765625,156.96578979492188,169.06626892089844,0
60,0,146.92091369628906,58.645263671875,150.09573364257812,55.796260833740234,144.4921112060547,55.933738708496094,154.9887237548828,54.98402786254883,140.75628662109375,55.63923263549805,162.8023681640625,65.07817077636719,133.32289123535156,71.73817443847656,176.1041259765625,64.57140350341797,127.19819641113281,92.6117172241211,160.4140625,48.830379486083984,130.427978515625,115.71562194824219,162.9471893310547,111.20175170898438,144.55699157714844,114.3498306274414,170.0748748779297,138.48565673828125,154.5197296142578,142.90322875976562,177.2645263671875,169.0270233154297,169.84066772460938,176.87547302246094,0
61,0,146.9401092529297,55.593421936035156,150.09852600097656,52.89617919921875,144.51290893554688,53.066551208496094,155.01898193359375,53.611961364746094,0.0,0.0,162.7421417236328,65.10911560058594,133.94888305664062,71.398193359375,175.57846069335938,64.5646743774414,128.33547973632812,90.9113540649414,160.28627014160156,49.36304473876953,132.6839599609375,112.3507308959961,163.3040771484375,110.21809387207031,145.0928497314453,113.25750732421875,170.12591552734375,137.59854125976562,153.93296813964844,142.3326416015625,177.405517578125,168.259765625,167.9858856201172,176.46707153320312,0
62,0,146.9671630859375,54.7908935546875,150.09474182128906,52.12210464477539,144.54075622558594,52.32672882080078,155.02964782714844,53.07417297363281,0.0,0.0,162.89175415039062,64.8346939086914,134.0203094482422,71.11769104003906,175.6295166015625,64.54624938964844,128.32455444335938,90.62736511230469,160.42596435546875,49.52524948120117,132.37808227539062,111.67005920410156,163.3406524658203,109.93925476074219,145.09518432617188,112.95263671875,170.0775909423828,137.67361450195312,154.00198364257812,142.29563903808594,177.3642578125,168.36773681640625,168.082275390625,176.3846893310547,0
63,0,146.96275329589844,54.85797119140625,150.08908081054688,52.17437744140625,144.5358123779297,52.39418029785156,155.04037475585938,53.08190155029297,0.0,0.0,162.9495086669922,64.81086730957031,134.0806427001953,71.17352294921875,175.6820831298828,64.52252197265625,128.42779541015625,90.72906494140625,160.43423461914062,49.56108093261719,132.43772888183594,111.70584869384766,163.3955535888672,110.01048278808594,145.15907287597656,113.04330444335938,170.0316619873047,137.61257934570312,154.0006561279297,142.24964904785156,177.2790985107422,168.35430908203125,168.103759765625,176.3741912841797,0
64,0,146.94834899902344,54.43671798706055,150.0712890625,51.79571533203125,144.53079223632812,51.99932861328125,154.98948669433594,52.91870880126953,0.0,0.0,162.92230224609375,64.84556579589844,134.0325469970703,71.18179321289062,175.69766235351562,64.51834106445312,128.459228515625,90.75226593017578,160.49395751953125,49.52018737792969,132.79466247558594,111.76748657226562,163.400634765625,110.06199645996094,145.14794921875,113.0947265625,170.08522033691406,137.706787109375,154.00250244140625,142.33447265625,177.34129333496094,168.34423828125,168.09683227539062,176.31060791015625,0
65,0,146.94839477539062,54.447486877441406,150.06431579589844,51.80281066894531,144.5316162109375,52.010765075683594,154.98207092285156,52.90871047973633,0.0,0.0,162.93319702148438,64.82445526123047,134.04202270507812,71.1596908569336,175.7050323486328,64.51667022705078,128.46115112304688,90.74380493164062,160.49859619140625,49.525569915771484,132.8013153076172,111.78779602050781,163.40231323242188,110.04700469970703,145.15232849121094,113.07530212402344,170.0695343017578,137.74862670898438,154.02194213867188,142.3534698486328,177.33285522460938,168.40658569335938,168.12193298339844,176.33059692382812,0
66,0,145.22865295410156,61.07012939453125,147.88729858398438,57.444183349609375,141.9496612548828,58.297035217285156,153.80245971679688,54.679908752441406,138.4553680419922,56.930049896240234,165.27723693847656,67.05937194824219,134.5154266357422,70.51187896728516,179.7667236328125,79.43241882324219,127.008056640625,95.72746276855469,170.0311279296875,64.37890625,131.05079650878906,116.57917022705078,168.6328125,113.23463439941406,148.3255615234375,114.96353149414062,176.1947784423828,146.34402465820312,155.3817138671875,147.53524780273438,187.6641845703125,176.3782958984375,166.774658203125,178.29981994628906,0
67,0,145.186767578125,61.050933837890625,147.8651885986328,57.42821502685547,141.92263793945312,58.27711868286133,153.82154846191406,54.655757904052734,138.4764862060547,56.89373779296875,165.28237915039062,67.02262878417969,134.54879760742188,70.46621704101562,179.77418518066406,79.43058776855469,127.03089904785156,95.71659851074219,170.0408172607422,64.36231994628906,131.01806640625,116.57006072998047,168.59469604492188,113.17933654785156,148.30380249023438,114.90570068359375,176.1839599609375,146.26995849609375,155.39056396484375,147.4797821044922,187.69216918945312,176.3760223388672,166.84780883789062,178.36770629882812,0
68,0,145.12705993652344,61.085052490234375,147.78733825683594,57.45473098754883,141.86326599121094,58.324005126953125,153.76394653320312,54.57040023803711,138.462646484375,56.86543273925781,165.34112548828125,66.85890197753906,134.56765747070312,70.27926635742188,179.87191772460938,79.48037719726562,127.01325988769531,95.50211334228516,170.07049560546875,64.69954681396484,130.96771240234375,116.42095184326172,168.57418823242188,113.0799560546875,148.26693725585938,114.78224182128906,176.10923767089844,146.26663208007812,155.35205078125,147.4308319091797,187.65408325195312,176.42056274414062,166.8078155517578,178.31951904296875,0
69,0,145.12220764160156,61.07996368408203,147.78639221191406,57.45537567138672,141.86654663085938,58.31856918334961,153.76309204101562,54.56229019165039,138.47940063476562,56.84054183959961,165.33749389648438,66.84117126464844,134.57264709472656,70.27561950683594,179.854248046875,79.4993896484375,127.06632995605469,95.60469818115234,170.09378051757812,64.68343353271484,131.0546875,116.5313949584961,168.6074981689453,113.09322357177734,148.3049774169922,114.80752563476562,176.1645965576172,146.24783325195312,155.39382934570312,147.4325408935547,187.6977996826172,176.33837890625,166.8792266845703,178.29180908203125,0
70,0,145.1255340576172,61.09107971191406,147.78330993652344,57.46449279785156,141.8667449951172,58.333839416503906,153.75099182128906,54.58732223510742,138.4741668701172,56.878028869628906,165.33419799804688,66.87210083007812,134.55929565429688,70.31543731689453,179.84463500976562,79.49543762207031,127.02544403076172,95.60102081298828,170.0889892578125,64.69261169433594,131.0432891845703,116.52002716064453,168.6173095703125,113.12183380126953,148.30935668945312,114.8423080444336,176.15281677246094,146.25279235839844,155.38104248046875,147.44525146484375,187.6950225830078,176.30181884765625,166.86387634277344,178.24383544921875,0
71,0,145.12469482421875,61.09257507324219,147.7818603515625,57.46544647216797,141.86529541015625,58.33556365966797,153.7504119873047,54.58613967895508,138.47329711914062,56.879051208496094,165.3338623046875,66.87040710449219,134.56451416015625,70.30902862548828,179.8456573486328,79.49797058105469,127.02890014648438,95.58393096923828,170.0857696533203,64.69563293457031,131.04541015625,116.49690246582031,168.61309814453125,113.11038208007812,148.30807495117188,114.82815551757812,176.14657592773438,146.23538208007812,155.37771606445312,147.42623901367188,187.6887969970703,176.29241943359375,166.85238647460938,178.23223876953125,0
72,0,144.30130004882812,60.96570587158203,147.09124755859375,57.51707077026367,141.6326446533203,58.26155090332031,154.3656768798828,54.844329833984375,0.0,0.0,168.22201538085938,68.19156646728516,136.8650360107422,71.20648956298828,181.7484893798828,89.18083953857422,131.18707275390625,94.02579498291016,176.81739807128906,109.18616485595703,133.93507385253906,116.16717529296875,168.72409057617188,114.80474853515625,148.78997802734375,115.63310241699219,173.10098266601562,151.89447021484375,154.46173095703125,148.72744750976562,180.68197631835938,187.75732421875,166.06324768066406,180.5301971435547,0
