frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
34,184.6569366455078,64.23991394042969,185.29725646972656,63.222434997558594,183.91822814941406,63.31037521362305,186.6713409423828,63.54490661621094,0.0,0.0,189.78904724121094,69.11723327636719,179.89669799804688,69.26656341552734,193.6140594482422,76.17628479003906,175.69281005859375,76.77622985839844,194.65574645996094,82.75225830078125,174.34945678710938,83.7880859375,187.27120971679688,83.87889862060547,181.22894287109375,83.83403778076172,187.13304138183594,93.998046875,180.6783905029297,93.90454864501953,185.1900634765625,103.55134582519531,180.467041015625,103.48167419433594,0
35,184.72048950195312,64.29871368408203,185.34375,63.282249450683594,183.97486877441406,63.37266540527344,186.68341064453125,63.58422088623047,0.0,0.0,189.75518798828125,69.1202621459961,179.99154663085938,69.26325225830078,193.57940673828125,76.1256103515625,175.78262329101562,76.69871520996094,194.74664306640625,82.82811737060547,174.28245544433594,83.76095581054688,187.26776123046875,83.83570861816406,181.32107543945312,83.79180908203125,187.08245849609375,94.0055160522461,180.77818298339844,93.91852569580078,185.0910186767578,103.588134765625,180.4655303955078,103.53144836425781,0
36,184.633056640625,64.35546875,185.31591796875,63.32002258300781,183.84645080566406,63.40800094604492,186.7368927001953,63.652320861816406,0.0,0.0,189.85528564453125,69.30503845214844,179.74520874023438,69.46388244628906,193.64794921875,76.36931610107422,175.77000427246094,77.0125732421875,194.49221801757812,82.86064147949219,174.86952209472656,83.85261535644531,187.2993927001953,84.11585235595703,181.08670043945312,84.07472229003906,187.12892150878906,94.20707702636719,180.39344787597656,94.11357116699219,185.07164001464844,103.76124572753906,180.14007568359375,103.68844604492188,0
37,184.63978576660156,64.3821029663086,185.3084716796875,63.353004455566406,183.85487365722656,63.453369140625,186.7389678955078,63.680397033691406,0.0,0.0,189.87637329101562,69.29821014404297,179.91567993164062,69.50146484375,193.62106323242188,76.31912231445312,175.94140625,77.00022888183594,194.4410400390625,82.81304931640625,174.81201171875,83.78399658203125,187.5074920654297,84.05477142333984,181.38450622558594,84.0361328125,187.33245849609375,94.16809844970703,180.65699768066406,94.096435546875,185.47254943847656,103.57327270507812,180.4641571044922,103.51719665527344,0
38,184.54710388183594,64.46675872802734,185.25833129882812,63.424068450927734,183.7371368408203,63.52254104614258,186.74932861328125,63.738319396972656,0.0,0.0,189.92247009277344,69.40215301513672,179.7490997314453,69.61195373535156,193.6608123779297,76.42340087890625,175.56434631347656,77.11251068115234,194.353759765625,82.96990203857422,173.9269561767578,84.12809753417969,187.47158813476562,84.1659164428711,181.20669555664062,84.13484191894531,187.22714233398438,94.16796112060547,180.25706481933594,94.07809448242188,185.46958923339844,103.62663269042969,180.11314392089844,103.54686737060547,0
39,187.98635864257812,66.06781768798828,188.7445526123047,65.15677642822266,187.11505126953125,65.02686309814453,189.8062744140625,65.48030090332031,185.38182067871094,65.10005950927734,191.98883056640625,70.43986511230469,182.1803741455078,70.32866668701172,197.90078735351562,75.15582275390625,178.28749084472656,76.32305908203125,201.63262939453125,80.01620483398438,176.25253295898438,83.90127563476562,188.2025146484375,84.78430938720703,182.4868621826172,84.6823959350586,187.52944946289062,94.41077423095703,183.9191131591797,94.3460922241211,185.3688507080078,103.92315673828125,183.70108032226562,103.99932861328125,0
40,188.00428771972656,66.04801940917969,188.76329040527344,65.1329116821289,187.13536071777344,65.00028991699219,0.0,0.0,185.37164306640625,65.05921936035156,192.0176544189453,70.40455627441406,182.01052856445312,70.328125,197.9774169921875,75.21746826171875,178.23165893554688,76.57498168945312,201.7023162841797,80.01335144042969,176.6893768310547,84.34999084472656,188.31922912597656,84.79346466064453,182.47955322265625,84.72351837158203,187.65077209472656,94.3666763305664,184.0450439453125,94.3211669921875,185.4435577392578,103.98329162597656,184.0573272705078,104.09461975097656,0
41,188.00640869140625,66.03483581542969,188.74368286132812,65.11289978027344,187.12881469726562,64.99275207519531,0.0,0.0,185.35104370117188,65.04389190673828,192.0905303955078,70.38186645507812,182.006103515625,70.29405212402344,198.09054565429688,75.2003402709961,178.01451110839844,76.44600677490234,201.6354217529297,79.9533920288086,176.51138305664062,84.13761901855469,188.4913787841797,85.10882568359375,182.60797119140625,85.02226257324219,187.52413940429688,95.03035736083984,183.83937072753906,94.96258544921875,185.29403686523438,104.79497528076172,183.8489990234375,104.88572692871094,0
42,187.95559692382812,66.020751953125,188.74586486816406,65.10662841796875,187.08041381835938,64.96743774414062,189.874755859375,65.44483184814453,185.34046936035156,65.0336685180664,192.1146240234375,70.48027038574219,181.9669189453125,70.35057830810547,198.14512634277344,75.27407836914062,177.76947021484375,76.52886199951172,201.87918090820312,80.04376983642578,176.27395629882812,84.45130920410156,188.40069580078125,85.187744140625,182.49032592773438,85.07827758789062,187.49220275878906,95.12996673583984,183.87222290039062,95.03523254394531,185.1212615966797,105.05976104736328,183.82559204101562,105.10426330566406,0
43,189.6474609375,67.59522247314453,190.78965759277344,66.70585632324219,188.94631958007812,66.49397277832031,192.5441131591797,67.17509460449219,187.5653076171875,66.5828857421875,194.5067901611328,72.36095428466797,183.89718627929688,71.99456787109375,200.3716278076172,77.08739471435547,178.67555236816406,78.29910278320312,204.8837432861328,80.44414520263672,177.2816162109375,85.22754669189453,189.85057067871094,87.18880462646484,183.7906494140625,86.9036865234375,189.23785400390625,96.79849243164062,186.04087829589844,96.47476959228516,187.55648803710938,107.59710693359375,187.7204132080078,107.23411560058594,0
44,189.56101989746094,67.47913360595703,190.69296264648438,66.63334655761719,188.8662567138672,66.37433624267578,192.2630157470703,67.17852020263672,187.54287719726562,66.47235870361328,194.1024932861328,72.33771514892578,183.8687744140625,72.00581359863281,200.3439178466797,76.84967041015625,179.23226928710938,78.26190948486328,204.8546142578125,80.37310028076172,177.41357421875,85.68742370605469,189.46377563476562,87.05047607421875,183.4794158935547,86.83794403076172,189.6479949951172,97.08722686767578,186.05958557128906,96.9144287109375,188.060302734375,107.3707275390625,186.6658935546875,107.20889282226562,0
45,189.63372802734375,67.49565124511719,190.79222106933594,66.5929946899414,188.8987274169922,66.39134979248047,192.59117126464844,67.0601806640625,187.5167236328125,66.49897766113281,194.6381378173828,72.33472442626953,184.0288543701172,71.97762298583984,200.46595764160156,77.1375503540039,179.0457763671875,78.28646850585938,204.6626739501953,80.5805435180664,177.6274871826172,85.1150894165039,189.98861694335938,87.21914672851562,183.9167022705078,86.91679382324219,189.2774200439453,97.07170104980469,185.99893188476562,96.72499084472656,187.52511596679688,107.9984130859375,187.60813903808594,107.60051727294922,0
46,189.72021484375,67.54153442382812,190.89413452148438,66.67813110351562,188.96444702148438,66.43357849121094,192.50241088867188,67.188720703125,187.572998046875,66.52625274658203,194.2513885498047,72.36844635009766,184.01242065429688,72.10405731201172,200.35897827148438,76.88873291015625,179.3040008544922,78.41401672363281,205.1309814453125,80.39451599121094,176.82505798339844,85.7789306640625,189.42625427246094,87.10237121582031,183.50326538085938,86.89671325683594,189.1946563720703,97.84973907470703,185.97340393066406,97.69100952148438,187.54371643066406,108.67181396484375,186.5935516357422,108.537353515625,0
47,189.52438354492188,67.52733612060547,190.7077178955078,66.60317993164062,188.77444458007812,66.42830657958984,192.60743713378906,67.04947662353516,187.4370880126953,66.56927490234375,194.63389587402344,72.34637451171875,184.06617736816406,72.10673522949219,200.4149627685547,77.1694107055664,179.08438110351562,78.54729461669922,205.21536254882812,80.5869140625,176.92958068847656,85.29243469238281,189.70265197753906,87.29318237304688,183.72772216796875,87.01531982421875,188.720947265625,97.85810852050781,185.8724365234375,97.55314636230469,186.99710083007812,109.19969177246094,187.50148010253906,108.86378479003906,0
48,189.6271514892578,67.37931060791016,190.78836059570312,66.5185546875,188.87562561035156,66.2855453491211,192.38754272460938,67.0465087890625,187.52920532226562,66.41517639160156,194.1101837158203,72.2093276977539,184.14352416992188,72.00513458251953,200.26083374023438,76.68304443359375,179.86666870117188,78.34156036376953,204.9318084716797,80.10262298583984,177.78421020507812,85.50141906738281,189.388427734375,86.90316772460938,183.60279846191406,86.72323608398438,189.1148681640625,97.95559692382812,185.96835327148438,97.82229614257812,187.5590362548828,108.7720947265625,186.53860473632812,108.66631317138672,0
49,194.0612030029297,68.58677673339844,0.0,0.0,193.44908142089844,67.39741516113281,0.0,0.0,191.75543212890625,67.234375,194.47100830078125,72.76946258544922,187.4644317626953,72.1568603515625,199.2564697265625,77.70365142822266,181.37612915039062,78.65390014648438,205.12767028808594,81.03572082519531,179.85658264160156,86.27288055419922,190.00189208984375,88.36885070800781,186.16685485839844,88.16268157958984,190.7857666015625,99.32881927490234,188.85867309570312,99.11265563964844,189.6201934814453,109.67765045166016,189.01722717285156,109.63724517822266,0
50,193.72755432128906,68.46002197265625,194.25985717773438,67.5298080444336,193.0377197265625,67.44619750976562,0.0,0.0,191.2920379638672,67.5748062133789,195.29165649414062,72.76201629638672,187.20523071289062,72.68898010253906,200.0669708251953,77.36774444580078,180.4684295654297,79.16557312011719,205.68698120117188,80.66403198242188,178.40818786621094,86.23200988769531,190.5138702392578,87.61432647705078,186.10475158691406,87.56167602539062,191.2263946533203,97.90271759033203,189.1497344970703,97.89753723144531,188.49325561523438,109.06259155273438,188.8979034423828,109.2962646484375,0
51,193.85836791992188,68.44979858398438,194.27499389648438,67.48341369628906,193.19297790527344,67.42484283447266,0.0,0.0,191.48968505859375,67.53707122802734,194.61721801757812,72.52617645263672,187.55020141601562,72.67920684814453,199.52078247070312,77.05815124511719,181.06777954101562,79.4740982055664,205.20594787597656,80.41859436035156,178.9927215576172,86.98527526855469,190.1493377685547,87.46290588378906,186.37240600585938,87.51107788085938,191.23179626464844,97.82246398925781,189.2133026123047,97.88960266113281,188.7674560546875,108.90129089355469,188.90090942382812,109.26239013671875,0
52,193.82394409179688,68.42433166503906,194.42340087890625,67.57017517089844,193.0509033203125,67.39778137207031,0.0,0.0,190.908935546875,67.37593841552734,195.25335693359375,72.45481872558594,186.60400390625,72.41543579101562,200.17250061035156,76.70719146728516,181.4773406982422,79.35985565185547,205.44970703125,80.09858703613281,180.49740600585938,87.53253936767578,190.55722045898438,86.70243835449219,185.40924072265625,86.78272247314453,192.31394958496094,97.41995239257812,189.35256958007812,97.69332885742188,189.19854736328125,108.29312133789062,187.49969482421875,108.90310668945312,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.62692260742188,67.02151489257812,186.9090576171875,71.85255432128906,195.9597625732422,72.37806701660156,182.8345184326172,79.9009017944336,198.20147705078125,78.9681396484375,183.7082977294922,86.4540023803711,198.0797576904297,82.87413787841797,187.1352996826172,87.94518280029297,193.434326171875,88.33562469482422,187.3442840576172,98.87286376953125,194.76368713378906,99.20626831054688,188.15304565429688,109.42485046386719,196.58033752441406,110.26669311523438,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.70492553710938,66.96265411376953,186.96131896972656,71.85838317871094,195.91864013671875,72.36441040039062,182.96726989746094,80.05450439453125,197.968505859375,79.07334899902344,184.01727294921875,86.64213562011719,197.83544921875,83.00240325927734,187.18328857421875,88.0923843383789,193.438232421875,88.48157501220703,187.44821166992188,99.24493408203125,194.7733917236328,99.57371520996094,188.27122497558594,109.8807601928711,196.63522338867188,110.723388671875,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0623779296875,67.05982971191406,186.98512268066406,71.90032958984375,196.28285217285156,72.4759292602539,182.82846069335938,79.99362182617188,198.01060485839844,79.49451446533203,183.8548126220703,87.11455535888672,197.53892517089844,84.44621276855469,186.83132934570312,88.24078369140625,193.3368377685547,88.63822937011719,187.22601318359375,99.16473388671875,194.85675048828125,99.52950286865234,188.1157989501953,109.73339080810547,196.8798065185547,110.6301040649414,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.1805419921875,67.06637573242188,187.06121826171875,71.82489776611328,196.3885955810547,72.45423126220703,182.79095458984375,79.83639526367188,198.02996826171875,79.4932861328125,183.6970672607422,86.84977722167969,197.4945831298828,84.36398315429688,186.84376525878906,88.3006362915039,193.38841247558594,88.7190933227539,187.21119689941406,99.28955078125,194.99850463867188,99.68157958984375,187.9901885986328,109.97602844238281,196.99522399902344,110.90217590332031,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.3367462158203,66.98410034179688,187.08839416503906,71.82410430908203,196.68246459960938,72.43502807617188,182.9210968017578,79.9414291381836,198.20497131347656,79.80216979980469,183.97476196289062,87.25977325439453,197.537841796875,85.35618591308594,186.8528594970703,88.40995788574219,193.5768280029297,88.81201171875,187.15724182128906,99.36126708984375,195.0368194580078,99.74410247802734,187.99693298339844,110.21007537841797,197.0034637451172,111.10771179199219,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.1729736328125,68.60198974609375,187.38394165039062,74.13829803466797,197.328857421875,74.36455535888672,184.14187622070312,82.29573822021484,200.30355834960938,81.03780364990234,185.89700317382812,88.37519073486328,201.39210510253906,84.70262145996094,188.3734588623047,89.94072723388672,195.01039123535156,90.261962890625,188.8552703857422,101.135986328125,195.5163116455078,101.45221710205078,188.87481689453125,111.85060119628906,195.37318420410156,112.49480438232422,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.2520751953125,68.7486343383789,187.57568359375,73.9725570678711,197.53553771972656,74.50129699707031,184.3482666015625,81.5350570678711,200.46475219726562,81.53936004638672,187.3031768798828,87.0698013305664,201.20303344726562,85.39639282226562,188.2335662841797,89.77052307128906,194.94354248046875,90.09330749511719,188.56521606445312,100.98706817626953,195.46725463867188,101.25072479248047,188.47915649414062,111.75895690917969,195.81365966796875,112.40351867675781,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.9608612060547,68.5341796875,187.3878173828125,74.14358520507812,197.27505493164062,74.41231536865234,184.30015563964844,82.37844848632812,200.6083526611328,81.28438568115234,186.1542205810547,88.35328674316406,202.09518432617188,85.09575653076172,188.47250366210938,89.7378921508789,195.02896118164062,90.0677261352539,188.9745330810547,101.10521697998047,195.45339965820312,101.40316009521484,189.0015869140625,111.97821044921875,195.1915740966797,112.59093475341797,0
61,195.875732421875,69.34220123291016,196.53128051757812,68.37801361083984,194.99203491210938,68.2418212890625,0.0,0.0,192.64971923828125,68.33235931396484,197.7732696533203,74.15355682373047,188.9680633544922,73.85108947753906,200.58096313476562,80.25711059570312,185.33224487304688,81.35564422607422,201.6728973388672,83.34721374511719,187.2884979248047,87.1527099609375,195.19862365722656,89.42266082763672,189.6902313232422,89.37335205078125,195.17691040039062,100.77790069580078,189.6558837890625,100.7232894897461,194.90322875976562,112.12218475341797,189.83856201171875,112.22311401367188,0
62,195.9672393798828,69.25543975830078,196.56776428222656,68.29843139648438,195.08872985839844,68.16752624511719,0.0,0.0,192.72940063476562,68.29357147216797,197.55235290527344,74.1383285522461,189.11654663085938,73.82191467285156,200.32022094726562,80.24234008789062,185.5398712158203,81.29696655273438,201.60614013671875,83.26221466064453,187.45436096191406,86.97960662841797,195.03273010253906,89.35951232910156,189.794677734375,89.30904388427734,194.958740234375,100.7455825805664,189.86172485351562,100.69586181640625,194.66363525390625,112.10368347167969,190.07383728027344,112.22270202636719,0
63,193.5386505126953,69.6355209350586,194.68869018554688,68.50191497802734,192.5039825439453,68.47496032714844,196.4800262451172,68.88931274414062,190.71820068359375,68.78575897216797,198.92111206054688,74.8077392578125,187.55201721191406,74.89126586914062,201.77491760253906,82.29888916015625,183.84173583984375,83.02596282958984,200.3907470703125,86.0146484375,185.88070678710938,88.36406707763672,196.38697814941406,90.97230529785156,189.0201416015625,90.92449188232422,196.39903259277344,103.70013427734375,187.56689453125,103.50416564941406,196.04737854003906,116.28553771972656,188.16778564453125,116.04991149902344,0
64,193.5260772705078,69.62328338623047,194.67665100097656,68.48927307128906,192.49578857421875,68.4633560180664,196.47425842285156,68.87503814697266,190.7220458984375,68.77513122558594,198.92271423339844,74.7955093383789,187.56309509277344,74.882080078125,201.79417419433594,82.28556823730469,183.8367462158203,83.0076904296875,200.4095458984375,86.04046630859375,185.8517303466797,88.36708068847656,196.3831329345703,90.97615814208984,189.02218627929688,90.9285888671875,196.3831329345703,103.70237731933594,187.55245971679688,103.50775909423828,196.04701232910156,116.27833557128906,188.1565704345703,116.04454040527344,0
65,193.5361328125,69.61231231689453,194.68173217773438,68.48017883300781,192.50534057617188,68.45557403564453,196.46615600585938,68.87012481689453,190.73077392578125,68.77529907226562,198.9131317138672,74.79389953613281,187.5813446044922,74.89859771728516,201.80029296875,82.25495147705078,183.8555908203125,83.04553985595703,200.45567321777344,86.03207397460938,185.7861785888672,88.5157241821289,196.38438415527344,90.99758911132812,189.0431671142578,90.95579528808594,196.38514709472656,103.71331024169922,187.56947326660156,103.52262115478516,196.05397033691406,116.2699203491211,188.15081787109375,116.04208374023438,0
66,193.53466796875,69.61466979980469,194.68057250976562,68.48176574707031,192.50332641601562,68.45773315429688,196.46620178222656,68.87025451660156,190.72813415527344,68.77711486816406,198.91549682617188,74.79443359375,187.57879638671875,74.90106201171875,201.80581665039062,82.25904846191406,183.85305786132812,83.05301666259766,200.46939086914062,86.04950714111328,185.7774658203125,88.53779602050781,196.3837432861328,90.9942626953125,189.04159545898438,90.95293426513672,196.37826538085938,103.70491027832031,187.5714569091797,103.51454162597656,196.04937744140625,116.25851440429688,188.16748046875,116.03132629394531,0
67,190.04986572265625,69.8800048828125,191.05101013183594,68.68777465820312,189.04879760742188,68.80537414550781,193.0432586669922,68.86676025390625,187.7046356201172,69.17534637451172,196.87307739257812,74.90144348144531,185.16908264160156,75.20596313476562,200.73583984375,83.05335998535156,181.70285034179688,83.09539794921875,199.39797973632812,87.40132141113281,183.90692138671875,87.05035400390625,195.3407745361328,91.83663940429688,187.5952606201172,91.8958511352539,196.79722595214844,105.27201080322266,185.95449829101562,105.14038848876953,196.82662963867188,119.47157287597656,185.36935424804688,119.21286010742188,0
68,190.03163146972656,69.8349609375,191.0259552001953,68.64859771728516,189.04429626464844,68.76708984375,193.01612854003906,68.84190368652344,187.7220916748047,69.14968872070312,196.8338623046875,74.87393951416016,185.16355895996094,75.18064880371094,200.7062225341797,82.99192810058594,181.613525390625,83.05827331542969,199.57650756835938,87.44468688964844,183.80169677734375,87.15740966796875,195.3476104736328,91.82042694091797,187.6289520263672,91.88370513916016,196.7711181640625,105.21637725830078,185.95703125,105.08738708496094,196.83360290527344,119.36874389648438,185.3594512939453,119.11336517333984,0
69,190.04049682617188,69.84382629394531,191.03700256347656,68.65371704101562,189.0467987060547,68.77479553222656,193.02964782714844,68.84324645996094,187.7122039794922,69.15530395507812,196.84017944335938,74.87644958496094,185.1361846923828,75.18084716796875,200.69496154785156,83.01102447509766,181.58865356445312,83.04068756103516,199.51316833496094,87.3967056274414,183.9234161376953,86.99452209472656,195.3616943359375,91.84635925292969,187.6136016845703,91.91291809082031,196.80593872070312,105.27971649169922,185.93955993652344,105.15409851074219,196.8459930419922,119.452392578125,185.3368377685547,119.20408630371094,0
70,190.021240234375,69.81410217285156,191.0167999267578,68.62738037109375,189.03729248046875,68.74868774414062,193.0167999267578,68.85884857177734,187.72047424316406,69.16880798339844,196.81968688964844,74.94969940185547,185.10171508789062,75.2469711303711,200.61422729492188,83.11552429199219,181.45578002929688,83.14140319824219,199.41432189941406,87.45404052734375,183.99441528320312,87.13868713378906,195.37051391601562,91.93287658691406,187.6114044189453,91.99945831298828,196.8196258544922,105.44010162353516,185.96347045898438,105.31165313720703,196.75563049316406,119.69627380371094,185.3141632080078,119.44502258300781,0
71,190.02976989746094,69.82080078125,191.02565002441406,68.63215637207031,189.04173278808594,68.75547790527344,193.02362060546875,68.86105346679688,187.71897888183594,69.17605590820312,196.8205108642578,74.95332336425781,185.097900390625,75.25677490234375,200.60281372070312,83.12257385253906,181.45468139648438,83.14600372314453,199.40200805664062,87.47294616699219,184.0215301513672,87.1182861328125,195.38250732421875,91.94107055664062,187.6168212890625,92.0125732421875,196.84320068359375,105.47993469238281,185.9633026123047,105.35676574707031,196.76083374023438,119.7501449584961,185.2832794189453,119.50724792480469,0
72,190.02975463867188,69.8175048828125,191.02552795410156,68.62950134277344,189.04408264160156,68.752197265625,193.0247344970703,68.86054992675781,187.72474670410156,69.17399597167969,196.82232666015625,74.95414733886719,185.10122680664062,75.25566101074219,200.60223388671875,83.12396240234375,181.45269775390625,83.14593505859375,199.40342712402344,87.473876953125,184.0182647705078,87.12379455566406,195.38156127929688,91.9438705444336,187.6168212890625,92.01423645019531,196.8419189453125,105.48225402832031,185.96205139160156,105.35811614990234,196.76051330566406,119.75370788574219,185.28012084960938,119.5091781616211,0
73,188.02261352539062,70.9241714477539,189.1786651611328,69.6298828125,186.83790588378906,69.75496673583984,191.2161102294922,69.8506088256836,185.1781768798828,70.20632934570312,195.22727966308594,76.16483306884766,182.45497131347656,76.60514068603516,199.1123504638672,84.85108947753906,179.4123992919922,85.01667022705078,195.55564880371094,89.86541748046875,181.79940795898438,90.05821228027344,193.5998992919922,93.8419189453125,185.06178283691406,93.94644165039062,195.1673126220703,107.94100952148438,183.37644958496094,107.82351684570312,195.77224731445312,121.72389221191406,184.36865234375,121.52020263671875,0
74,188.10183715820312,70.90789794921875,189.25238037109375,69.61187744140625,186.90318298339844,69.74000549316406,191.2518310546875,69.84767150878906,185.2000732421875,70.20758056640625,195.19317626953125,76.19656372070312,182.46734619140625,76.63985443115234,199.0686492919922,84.8983154296875,179.42388916015625,85.03324127197266,195.52154541015625,89.98810577392578,181.79869079589844,90.05587768554688,193.5959014892578,93.92716217041016,185.07742309570312,94.04244232177734,195.165283203125,108.0164566040039,183.37301635742188,107.91443634033203,195.81591796875,121.75491333007812,184.35501098632812,121.58259582519531,0
